"user_id","level_id","avatar","bike","bike_sharing_user","car_sharing_user","pooling_passenger","pooling_pilot","city_name","car_owning_answer","moto_owning_answer","car_id","moto_id","created_at","mfr_distance","tot_trip","tot_km","tot_min","tot_points","walk_trip","walk_km","walk_min","walk_points","bike_trip","bike_km","bike_min","bike_points","tpl_trip","tpl_km","tpl_min","tpl_points","mft_trip","mft_km","mft_min","mft_points","mft_walk_trip","mft_walk_km","mft_walk_min","mft_walk_points","mft_bike_trip","mft_bike_km","mft_bike_min","mft_bike_points","mft_tpl_trip","mft_tpl_km","mft_tpl_min","mft_tpl_points","mft_id","walk","bike","bus","car_pooling","car","motorbike","registration_from_referral","num_positive_referral","num_follower","num_following"
1638,1,33,3,false,false,false,false,"Palermo",0,0,39,17,"2019-05-16",1,15,97.907,4530,9551,15,97,4530,9551,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,4
1639,1,36,0,false,false,false,false,"Palermo",0,0,60,20,"2019-05-16",3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1640,1,50,0,false,false,false,false,"Palermo",0,0,9,NULL,"2019-05-16",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1641,NULL,26,0,false,false,false,false,"Palermo",0,0,36,NULL,"2019-05-16",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1642,NULL,1,1,false,false,false,false,"Breda",0,0,NULL,NULL,"2019-05-16",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1643,NULL,15,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-16",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1644,NULL,35,0,false,false,false,false,"Palermo",0,0,37,NULL,"2019-05-16",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1645,1,15,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-16",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1646,1,10,0,false,false,false,false,"Palermo",0,0,36,2,"2019-05-16",NULL,7,30.993,4243,4971,0,NULL,NULL,NULL,7,31,4243,4971,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1647,1,13,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-16",NULL,10,28.387,291,5932,4,9,190,2643,6,18,100,3289,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1648,2,49,6,false,false,false,false,"Napoli",1,0,56,NULL,"2019-05-16",5,120,1698.047,4907,55505,76,99,2782,23151,35,288,1516,31711,7,720,378,643,71,251,2914,30906,52,67,2070,15425,16,164,783,15006,3,20,61,475,1931,0,0,0,0,0,0,0,1,1,0
1649,1,33,0,false,false,false,false,"Palermo",0,0,12,NULL,"2019-05-16",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1650,1,35,0,true,true,false,false,"Palermo",1,0,55,NULL,"2019-05-16",3,13,44.078,3256,3255,6,12,522,2556,0,NULL,NULL,NULL,7,32,2733,699,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1651,1,12,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-16",NULL,20,20.439,2731,4376,13,14,1454,4139,1,0,12,NULL,6,6,1264,237,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1652,1,22,1,false,false,false,false,"Palermo",2,0,53,NULL,"2019-05-16",4,24,95.631,1055,NULL,2,1,51,NULL,22,95,1003,NULL,0,NULL,NULL,NULL,10,55,598,NULL,0,NULL,NULL,NULL,10,55,598,NULL,0,NULL,NULL,NULL,1922,0,0,0,0,0,0,0,0,0,1
1653,1,36,1,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-16",NULL,3,2.523,25,342,2,1,14,212,0,NULL,NULL,NULL,1,2,10,130,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1654,1,3,0,false,false,false,false,"Palermo",0,0,47,NULL,"2019-05-16",7,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1655,1,36,0,false,false,false,false,"Palermo",0,0,44,NULL,"2019-05-16",NULL,21,1.288,76,277,2,1,70,251,19,0,6,26,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1656,NULL,4,1,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-16",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1657,1,36,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-16",0,1,0.039,27,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1,0,27,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0
1658,1,31,0,false,false,false,false,"Palermo",0,0,37,NULL,"2019-05-16",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1659,2,15,1,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",3,198,1126.584,115201,103193,58,289,13612,21965,136,701,100012,80249,3,29,44,979,56,286,30755,31995,8,20,5609,3149,48,266,25146,28846,0,NULL,NULL,NULL,1938,0,0,0,0,0,0,0,3,3,5
1660,1,20,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",NULL,2,1.548,14,NULL,1,0,2,NULL,1,1,11,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1661,1,12,1,false,false,false,false,"Palermo",2,1,56,24,"2019-05-17",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1662,NULL,23,1,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1663,2,5,1,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",2,155,187.343,2160,33445,104,84,1471,27574,1,0,0,1,13,31,156,1026,105,118,1300,22136,69,55,831,18087,1,0,0,1,7,12,69,452,2476,0,0,0,0,0,0,0,4,4,3
1664,1,26,1,false,false,false,false,"Trento",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1665,1,3,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",1,24,91.98,296,7134,18,14,203,3636,0,NULL,NULL,NULL,6,80,93,3498,7,7,70,1558,7,7,70,1558,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1932,0,0,0,0,0,0,0,0,0,0
1666,1,35,0,false,false,false,false,"Palermo",2,0,56,NULL,"2019-05-17",NULL,3,4.214,61,24,1,0,5,NULL,0,NULL,NULL,NULL,2,4,55,24,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1667,1,2,6,false,true,false,false,"Gent",0,0,NULL,NULL,"2019-05-17",4,197,870.822,6575,102200,75,52,2136,12299,111,760,4167,88556,11,50,271,1345,72,461,2600,52294,15,4,191,1232,53,431,2274,50466,4,26,134,596,2036,0,0,0,0,0,0,0,0,0,0
1668,1,30,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1669,1,32,2,false,false,false,false,"Palermo",1,0,9,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1670,1,8,0,false,false,false,false,"Palermo",0,0,9,NULL,"2019-05-17",NULL,1,1.236,7,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1,1,7,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1671,NULL,11,0,false,false,false,false,"Roma",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1672,NULL,15,0,false,false,false,false,"Roma",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1673,1,12,0,false,false,false,false,"Roma",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1674,NULL,7,0,false,false,false,false,"Palermo",0,0,8,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1675,1,10,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1676,1,9,0,false,false,false,false,"Palermo",0,0,8,NULL,"2019-05-17",0,34,54.15,615,12178,30,47,572,12130,0,NULL,NULL,NULL,4,4,42,48,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,2,2
1678,1,30,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",NULL,11,9.395,171,1976,9,4,159,1632,0,NULL,NULL,NULL,2,5,12,344,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1679,1,10,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1680,NULL,2,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1681,1,33,0,false,false,false,false,"Messina",0,0,40,NULL,"2019-05-17",4,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1682,NULL,15,0,false,false,false,false,"Palermo",0,0,8,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1683,1,41,1,false,false,false,false,"Dudelange",0,0,NULL,NULL,"2019-05-17",NULL,1,46.493,9495,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1,46,9495,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1684,1,2,0,false,false,false,false,"Teresina",0,0,20,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1685,1,11,1,false,false,false,false,"Palermo",1,0,41,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1686,1,27,0,false,false,false,false,"Palermo",0,0,10,NULL,"2019-05-17",0,3,0.117,87,33,3,0,87,33,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1687,1,27,6,false,false,false,false,"Palermo",0,0,51,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1688,NULL,23,0,false,false,false,false,"Palermo",0,0,9,17,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1689,1,32,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1690,NULL,6,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-17",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1691,NULL,39,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1692,1,35,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,1,0.008,864,2,1,0,864,2,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1693,1,12,0,false,false,false,false,"Gent",0,0,18,NULL,"2019-05-18",NULL,1,3.5,224,1193,1,4,224,1193,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1694,1,31,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1695,1,15,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,2,0.193,4623,65,2,0,4623,65,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1696,1,2,0,false,false,false,false,"Roma",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1697,1,13,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,8,9.952,3308,2335,5,5,315,1433,3,5,2992,902,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1698,1,59,1,false,false,false,false,"Gent",0,0,NULL,NULL,"2019-05-18",NULL,4,2.9,100,1001,4,2,100,1001,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1699,1,36,3,false,false,false,false,"Palermo",1,0,45,NULL,"2019-05-18",2,49,86.071,970,16656,30,40,705,12874,5,19,76,2768,13,24,179,1014,13,30,218,5430,7,10,133,2560,4,15,59,2590,2,5,25,280,2490,0,0,0,0,0,0,0,0,0,0
1700,1,15,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1701,1,10,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,2,1.299,62,361,2,1,62,361,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1702,NULL,26,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1703,1,42,1,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1704,1,2,2,false,false,false,false,"Palermo",2,0,16,NULL,"2019-05-18",NULL,127,287.772,4610,67094,111,235,4274,60111,14,50,322,6983,2,0,14,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,2,2
1705,1,27,1,false,false,false,false,"Palermo",2,0,12,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,1
1706,1,34,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1707,1,19,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,1,3.243,77,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1,3,77,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1708,1,23,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1709,1,5,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,117,180.114,10048,20626,81,105,8407,18053,2,0,9,0,30,60,1566,2060,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,2,2
1710,1,47,0,false,false,false,false,"Teresina",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1711,1,39,0,false,false,false,false,"Palermo",0,0,36,NULL,"2019-05-18",NULL,2,3.812,6,0,2,4,6,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1712,1,17,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1713,1,35,1,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",4,79,232.953,2295,36851,52,118,1610,17018,27,107,685,19833,0,NULL,NULL,NULL,58,123,1262,21281,37,41,734,6071,21,82,528,15210,0,NULL,NULL,NULL,1953,0,0,0,0,0,0,0,1,1,1
1714,1,58,6,false,false,false,false,"Palermo",1,0,9,NULL,"2019-05-18",14,149,1568.057,205169104,132136,24,12,496,3369,117,1478,205168524,125583,2,2,9,120,77,1140,29313470,91894,0,NULL,NULL,NULL,77,1140,29313470,91894,0,NULL,NULL,NULL,2063,0,0,0,0,0,0,0,0,0,1
1715,NULL,33,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-05-18",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
